county,year,month,cumulative_total_doses,cumulative_fully_vaccinated,cumulative_at_least_one_dose,cumulative_up_to_date_count,id,Date
ORANGE,2021,8,4019795,1958483,2150619,71,1254,b'2021-08'
ORANGE,2021,9,4213742,2040584,2207848,79,1255,b'2021-08'
ORANGE,2021,10,4486842,2091950,2251198,94,1256,b'2021-08'
ORANGE,2021,11,4925439,2139641,2337335,125,1257,b'2021-08'
ORANGE,2021,12,5443951,2215497,2409064,185,1258,b'2021-08'
ORANGE,2022,1,5800782,2266302,2469771,249,1259,b'2022-08'
ORANGE,2022,2,5921574,2298769,2490954,275,1260,b'2022-08'
ORANGE,2022,3,5994966,2312752,2503432,295,1261,b'2022-08'
ORANGE,2022,4,6145669,2323287,2513580,311,1262,b'2022-09'
ORANGE,2022,5,6262726,2331651,2522598,337,1263,b'2022-09'
ORANGE,2022,6,6352011,2338900,2532988,361,1264,b'2022-09'
ORANGE,2022,7,6439339,2346432,2547582,392,1265,b'2022-09'
ORANGE,2022,8,6491661,2354936,2557725,428,1266,b'2022-09'
ORANGE,2022,9,6632188,2360522,2566253,109374,1267,b'2022-09'
ORANGE,2022,10,6817219,2364511,2575949,272437,1268,b'2022-09'
ORANGE,2022,11,6955158,2367407,2583868,398197,1269,b'2022-09'
ORANGE,2022,12,7062317,2369743,2591003,497174,1270,b'2022-09'
ORANGE,2023,1,7113661,2371828,2595863,543245,1271,b'2023-09'
ORANGE,2023,2,7134868,2373088,2598348,561428,1272,b'2023-09'
ORANGE,2023,3,7151314,2374209,2600385,575337,1273,b'2023-09'
ORANGE,2023,4,7166455,2374747,2601977,589001,1274,b'2023-09'
ORANGE,2023,5,7189275,2374912,2603493,610752,1275,b'2023-09'
ORANGE,2023,6,7202295,2374984,2604720,623043,1276,b'2023-09'
ORANGE,2023,7,7210372,2375048,2605624,630569,1277,b'2023-09'
ORANGE,2023,8,7219777,2375115,2606689,639388,1278,b'2023-09'
ORANGE,2023,9,7222740,2375136,2606999,641985,1279,b'2023-09'
OUTSIDE CALIFORNIA,2020,1,0,0,0,0,1280,b'2020-09'
OUTSIDE CALIFORNIA,2020,7,0,0,0,0,1281,b'2020-09'
OUTSIDE CALIFORNIA,2020,8,14,0,14,0,1282,b'2020-09'
OUTSIDE CALIFORNIA,2020,9,42,15,27,0,1283,b'2020-09'
OUTSIDE CALIFORNIA,2020,10,55,19,36,0,1284,b'2020-09'
OUTSIDE CALIFORNIA,2020,11,69,27,48,0,1285,b'2020-09'
OUTSIDE CALIFORNIA,2020,12,12216,36,12170,0,1286,b'2020-09'
OUTSIDE CALIFORNIA,2021,1,78478,11839,66430,0,1287,b'2021-09'
OUTSIDE CALIFORNIA,2021,2,180478,52942,126847,1,1288,b'2021-09'
OUTSIDE CALIFORNIA,2021,3,328242,115706,219099,2,1289,b'2021-09'
OUTSIDE CALIFORNIA,2021,4,490019,202065,307082,3,1290,b'2021-09'
OUTSIDE CALIFORNIA,2021,5,582079,260387,349176,8,1291,b'2021-09'
OUTSIDE CALIFORNIA,2021,6,631015,287743,379180,10,1292,b'2021-10'
OUTSIDE CALIFORNIA,2021,7,667166,303181,404942,15,1293,b'2021-10'
OUTSIDE CALIFORNIA,2021,8,712205,319099,434835,20,1294,b'2021-10'
OUTSIDE CALIFORNIA,2021,9,753461,333946,458579,24,1295,b'2021-10'
OUTSIDE CALIFORNIA,2021,10,805093,344807,483838,29,1296,b'2021-10'
OUTSIDE CALIFORNIA,2021,11,891340,355351,520522,43,1297,b'2021-10'
OUTSIDE CALIFORNIA,2021,12,1000511,366675,568241,59,1298,b'2021-10'
OUTSIDE CALIFORNIA,2022,1,1055695,373059,598552,83,1299,b'2022-10'
OUTSIDE CALIFORNIA,2022,2,1082911,377899,613262,98,1300,b'2022-10'
OUTSIDE CALIFORNIA,2022,3,1101514,381129,623249,111,1301,b'2022-10'
OUTSIDE CALIFORNIA,2022,4,1132752,384899,635188,124,1302,b'2022-10'
OUTSIDE CALIFORNIA,2022,5,1157428,387763,642690,136,1303,b'2022-10'
OUTSIDE CALIFORNIA,2022,6,1172390,389745,649022,142,1304,b'2022-10'
OUTSIDE CALIFORNIA,2022,7,1186391,391666,655976,151,1305,b'2022-10'
OUTSIDE CALIFORNIA,2022,8,1194875,392941,660648,166,1306,b'2022-10'
OUTSIDE CALIFORNIA,2022,9,1226144,393450,672164,26523,1307,b'2022-10'
OUTSIDE CALIFORNIA,2022,10,1276017,393776,686669,72018,1308,b'2022-10'
OUTSIDE CALIFORNIA,2022,11,1309735,394046,698281,103746,1309,b'2022-10'
OUTSIDE CALIFORNIA,2022,12,1333047,394262,707786,125649,1310,b'2022-10'
OUTSIDE CALIFORNIA,2023,1,1344557,394446,712940,136318,1311,b'2023-10'
OUTSIDE CALIFORNIA,2023,2,1349652,394548,715367,140910,1312,b'2023-10'
OUTSIDE CALIFORNIA,2023,3,1354241,394644,717631,144831,1313,b'2023-10'
OUTSIDE CALIFORNIA,2023,4,1358542,394680,719609,148747,1314,b'2023-10'
OUTSIDE CALIFORNIA,2023,5,1363652,394690,721137,153719,1315,b'2023-10'
OUTSIDE CALIFORNIA,2023,6,1366393,394699,722134,156361,1316,b'2023-10'
OUTSIDE CALIFORNIA,2023,7,1368396,394706,722962,158284,1317,b'2023-10'
OUTSIDE CALIFORNIA,2023,8,1370929,394708,724115,160750,1318,b'2023-10'
OUTSIDE CALIFORNIA,2023,9,1371701,394709,724417,161484,1319,b'2023-10'
PLACER,2020,1,0,0,0,0,1320,b'2020-10'
PLACER,2020,7,0,0,0,0,1321,b'2020-10'
PLACER,2020,8,10,0,10,0,1322,b'2020-10'
PLACER,2020,9,31,12,19,0,1323,b'2020-11'
PLACER,2020,10,41,18,23,0,1324,b'2020-11'
PLACER,2020,11,43,19,24,0,1325,b'2020-11'
PLACER,2020,12,7277,27,7245,0,1326,b'2020-11'
PLACER,2021,1,49676,8017,41620,0,1327,b'2021-11'
PLACER,2021,2,132600,46467,85912,0,1328,b'2021-11'
PLACER,2021,3,233013,94291,141675,1,1329,b'2021-11'
PLACER,2021,4,330875,145958,191110,2,1330,b'2021-11'
PLACER,2021,5,392297,185770,214616,2,1331,b'2021-11'
PLACER,2021,6,422889,207001,225249,3,1332,b'2021-11'
PLACER,2021,7,440344,215638,234845,3,1333,b'2021-11'
PLACER,2021,8,466471,226711,248743,4,1334,b'2021-11'
PLACER,2021,9,493050,237998,256132,4,1335,b'2021-11'
PLACER,2021,10,531198,244305,260672,5,1336,b'2021-11'
PLACER,2021,11,582481,249860,271322,10,1337,b'2021-11'
PLACER,2021,12,639196,259560,278455,15,1338,b'2021-11'
PLACER,2022,1,678705,265047,284123,18,1339,b'2022-11'
PLACER,2022,2,692613,268280,286029,19,1340,b'2022-11'
PLACER,2022,3,700385,269770,287169,22,1341,b'2022-11'
PLACER,2022,4,722425,270916,288183,25,1342,b'2022-11'
PLACER,2022,5,739307,271794,288986,26,1343,b'2022-11'
PLACER,2022,6,751009,272453,290161,28,1344,b'2022-11'
PLACER,2022,7,761514,273204,291588,30,1345,b'2022-11'
PLACER,2022,8,767603,273996,292509,35,1346,b'2022-11'
PLACER,2022,9,786007,274541,293333,14417,1347,b'2022-11'
PLACER,2022,10,815623,274968,294463,40802,1348,b'2022-11'
PLACER,2022,11,835505,275292,295253,59141,1349,b'2022-11'
PLACER,2022,12,847210,275496,295869,70013,1350,b'2022-11'
PLACER,2023,1,851713,275705,296234,74035,1351,b'2023-11'
PLACER,2023,2,853741,275835,296398,75802,1352,b'2023-11'
PLACER,2023,3,855224,275929,296559,77087,1353,b'2023-12'
PLACER,2023,4,856628,275972,296657,78365,1354,b'2023-12'
PLACER,2023,5,859615,275989,296807,81252,1355,b'2023-12'
PLACER,2023,6,861484,276000,296924,83048,1356,b'2023-12'
PLACER,2023,7,862626,276011,296988,84149,1357,b'2023-12'
PLACER,2023,8,864209,276025,297077,85677,1358,b'2023-12'
PLACER,2023,9,864614,276028,297114,86048,1359,b'2023-12'
PLUMAS,2020,1,0,0,0,0,1360,b'2020-12'
PLUMAS,2020,7,0,0,0,0,1361,b'2020-12'
PLUMAS,2020,8,0,0,0,0,1362,b'2020-12'
PLUMAS,2020,9,1,0,1,0,1363,b'2020-12'
PLUMAS,2020,10,2,0,2,0,1364,b'2020-12'
PLUMAS,2020,11,5,0,5,0,1365,b'2020-12'
PLUMAS,2020,12,269,0,269,0,1366,b'2020-12'
PLUMAS,2021,1,1553,243,1307,0,1367,b'2021-12'
PLUMAS,2021,2,4410,1264,3134,0,1368,b'2021-12'
PLUMAS,2021,3,9901,3600,6667,0,1369,b'2021-12'
PLUMAS,2021,4,14170,6773,8003,0,1370,b'2021-12'
PLUMAS,2021,5,15674,7751,8650,0,1371,b'2021-12'
PLUMAS,2021,6,16540,8331,9023,0,1372,b'2021-12'
PLUMAS,2021,7,17117,8638,9349,0,1373,b'2021-12'
PLUMAS,2021,8,17839,8938,9805,0,1374,b'2021-12'
PLUMAS,2021,9,18719,9384,10206,0,1375,b'2021-12'
PLUMAS,2021,10,20041,9636,10459,0,1376,b'2021-12'
PLUMAS,2021,11,22582,9837,10797,0,1377,b'2021-12'
PLUMAS,2021,12,24281,10057,10978,0,1378,b'2021-12'
PLUMAS,2022,1,25323,10190,11124,1,1379,b'2022-12'
PLUMAS,2022,2,25692,10262,11179,1,1380,b'2022-12'
PLUMAS,2022,3,26003,10303,11222,1,1381,b'2022-12'
PLUMAS,2022,4,26854,10356,11249,1,1382,b'2022-12'
PLUMAS,2022,5,27445,10386,11274,1,1383,b'2022-12'
PLUMAS,2022,6,27862,10413,11297,1,1384,b'2022-01'
PLUMAS,2022,7,28216,10437,11323,1,1385,b'2022-01'
