county,state,fips,stayput,inflow,outflow,year
Corson,SD,46031,2388,0,0,2017
Cortland,NY,36023,32404,1273,1247,2017
Coryell,TX,48099,41909,6984,7411,2017
Coshocton,OH,39031,27411,988,1001,2017
Costilla,CO,8023,2080,0,0,2017
Cottle,TX,48101,993,0,0,2017
Cotton,OK,40033,3948,186,233,2017
Cottonwood,MN,27033,9384,150,168,2017
Covington,VA,51580,4173,240,277,2017
Covington,AL,1039,25670,630,688,2017
Covington,MS,28031,13822,573,606,2017
Coweta,GA,13077,105783,7788,5774,2017
Cowley,KS,20035,25759,760,974,2017
Cowlitz,WA,53015,76848,5901,3814,2017
Craig,VA,51045,3717,55,85,2017
Craig,OK,40035,8930,431,466,2017
Craighead,AR,5031,70853,3936,3812,2017
Crane,TX,48103,3750,74,81,2017
Craven,NC,37049,71785,4310,4685,2017
Crawford,IN,18025,7580,368,356,2017
Crawford,MI,26039,9091,476,248,2017
Crawford,PA,42039,64250,1914,1675,2017
Crawford,OH,39033,31798,1559,1710,2017
Crawford,IA,19047,14535,272,224,2017
Crawford,GA,13079,8049,557,572,2017
Crawford,WI,55023,12461,413,409,2017
Crawford,MO,29055,16550,920,972,2017
Crawford,AR,5033,41742,2819,2477,2017
Crawford,KS,20037,26101,874,1221,2017
Crawford,IL,17033,14734,182,158,2017
Creek,OK,40037,48931,4371,3575,2017
Crenshaw,AL,1041,9775,403,388,2017
Crisp,GA,13081,14094,352,426,2017
Crittenden,AR,5035,35443,1327,1547,2017
Crittenden,KY,21055,6340,134,134,2017
Crockett,TX,48105,2775,0,45,2017
Crockett,TN,47033,10638,494,546,2017
Crook,WY,56011,5737,153,130,2017
Crook,OR,41013,15358,1528,623,2017
Crosby,TX,48107,4064,223,191,2017
Cross,AR,5037,12469,437,568,2017
Crow Wing,MN,27035,49147,2843,2223,2017
Crowley,CO,8025,1844,127,67,2017
Culberson,TX,48109,1590,0,0,2017
Cullman,AL,1043,60064,2222,1879,2017
Culpeper,VA,51047,37740,2849,2120,2017
Cumberland,IL,17035,8489,323,336,2017
Cumberland,TN,47035,42387,1201,1121,2017
Cumberland,ME,23005,226107,13226,12532,2017
Cumberland,KY,21057,4400,0,43,2017
Cumberland,PA,42041,196598,12187,10254,2017
Cumberland,NJ,34011,113550,2715,3740,2017
Cumberland,VA,51049,6673,329,357,2017
Cumberland,NC,37051,214447,24174,30303,2017
Cuming,NE,31039,7849,104,100,2017
Currituck,NC,37053,18440,1660,853,2017
Curry,NM,35009,34140,1515,2302,2017
Curry,OR,41015,14959,526,478,2017
Custer,ID,16037,2953,42,0,2017
Custer,MT,30017,8565,54,139,2017
Custer,SD,46033,6215,231,329,2017
Custer,NE,31041,9059,154,147,2017
Custer,OK,40039,19520,686,972,2017
Custer,CO,8027,2946,187,61,2017
Cuyahoga,OH,39035,932225,34935,46673,2017
Dade,GA,13083,10169,535,550,2017
Dade,MO,29057,5356,148,184,2017
Daggett,UT,49009,709,0,0,2017
Dakota,MN,27037,349844,27764,25963,2017
Dakota,NE,31043,17505,642,1087,2017
Dale,AL,1045,30785,3281,3645,2017
Dallam,TX,48111,5871,247,400,2017
Dallas,IA,19049,66891,8224,6193,2017
Dallas,AL,1047,27519,402,1071,2017
Dallas,MO,29059,11205,775,655,2017
Dallas,TX,48113,1943060,135844,157361,2017
Dallas,AR,5039,4602,130,59,2017
Dane,WI,55025,420099,21723,24969,2017
Daniels,MT,30019,1464,0,0,2017
Danville,VA,51590,27710,1288,1826,2017
Dare,NC,37055,28055,866,621,2017
Darke,OH,39037,41784,1351,1532,2017
Darlington,SC,45031,46408,1879,1866,2017
Dauphin,PA,42043,215279,11267,12323,2017
Davidson,TN,47037,478970,39186,54632,2017
Davidson,NC,37057,122437,6894,6097,2017
Davie,NC,37059,31895,1986,1280,2017
Daviess,IN,18027,27308,731,762,2017
Daviess,MO,29061,6317,277,138,2017
Daviess,KY,21059,77799,1964,2148,2017
Davis,IA,19051,7141,130,139,2017
Davis,UT,49011,276802,24814,22355,2017
Davison,SD,46035,15477,366,586,2017
Dawes,NE,31045,5743,0,0,2017
Dawson,NE,31047,20450,498,673,2017
Dawson,TX,48115,8760,124,220,2017
Dawson,MT,30021,6859,97,142,2017
Dawson,GA,13085,15794,2130,1474,2017
Day,SD,46037,4432,91,81,2017
De Baca,NM,35011,1311,0,0,2017
De Soto,LA,22031,20179,1140,877,2017
De Witt,IL,17039,12453,546,618,2017
DeKalb,IN,18033,33852,2234,1702,2017
DeKalb,MO,29063,6720,582,460,2017
DeKalb,GA,13089,492105,62962,71396,2017
DeKalb,TN,47041,13408,849,604,2017
DeKalb,IL,17037,73763,5210,5050,2017
DeKalb,AL,1049,49580,1846,1665,2017
DeSoto,MS,28033,135322,10447,7055,2017
DeSoto,FL,12027,20367,1279,758,2017
DeWitt,TX,48123,13612,594,708,2017
Deaf Smith,TX,48117,15571,350,564,2017
Dearborn,IN,18029,40800,2444,1961,2017
Decatur,IA,19053,5238,96,138,2017
Decatur,IN,18031,21321,1082,1069,2017
Decatur,GA,13087,18890,454,485,2017
Decatur,TN,47039,7788,271,282,2017
Decatur,KS,20039,2191,0,0,2017
Deer Lodge,MT,30023,6000,186,201,2017
Defiance,OH,39039,30586,1356,1144,2017
Del Norte,CA,6015,15937,353,284,2017
Delaware,OK,40041,25377,2091,1562,2017
Delaware,NY,36025,30710,1264,1224,2017
Delaware,OH,39041,161933,15519,10202,2017
Delaware,PA,42045,440110,24141,24353,2017
Delaware,IN,18035,75199,2811,3414,2017
Delaware,IA,19055,14577,539,578,2017
Delta,TX,48119,3439,260,184,2017
Delta,CO,8029,20979,1270,738,2017
Delta,MI,26041,28693,384,469,2017
Denali,AK,2068,1578,0,29,2017
Dent,MO,29065,10117,176,140,2017
Denton,TX,48121,604132,82964,62962,2017
Denver,CO,8031,455208,70386,79090,2017
Des Moines,IA,19057,30799,745,904,2017
Deschutes,OR,41017,135643,14222,8204,2017
Desha,AR,5041,8430,253,334,2017
Deuel,NE,31049,1395,0,0,2017
Deuel,SD,46039,3672,59,45,2017
Dewey,OK,40043,3596,55,52,2017
Dewey,SD,46041,4595,0,0,2017
Dickens,TX,48125,1247,0,0,2017
Dickenson,VA,51051,8991,106,171,2017
Dickey,ND,38021,4151,0,84,2017
Dickinson,IA,19059,14046,432,302,2017
Dickinson,KS,20041,14663,614,541,2017
Dickinson,MI,26043,20649,499,397,2017
Dickson,TN,47043,38539,2582,1927,2017
Dillon,SC,45033,20966,495,726,2017
Dimmit,TX,48127,7318,172,229,2017
Dinwiddie,VA,51053,20283,1513,1237,2017
District of Columbia Total Migration-US and Foreign,DC,11001,423289,41863,53671,2017
Divide,ND,38023,1838,0,0,2017
Dixie,FL,12029,8191,329,278,2017
Dixon,NE,31051,4920,122,107,2017
Doddridge,WV,54017,4873,216,173,2017
Dodge,WI,55027,67990,4548,3938,2017
Dodge,MN,27039,17290,992,823,2017
Dodge,GA,13091,12618,396,350,2017
Dodge,NE,31053,29047,1196,1322,2017
Dolores,CO,8033,1296,0,0,2017
Dona Ana,NM,35013,152063,6576,6332,2017
Doniphan,KS,20043,5612,157,245,2017
Donley,TX,48129,2173,47,0,2017
Dooly,GA,13093,6635,223,254,2017
Door,WI,55029,23839,961,670,2017
Dorchester,SC,45035,108067,12196,10861,2017
Dorchester,MD,24019,23801,1053,1182,2017
Dougherty,GA,13095,58252,2763,3880,2017
Douglas,OR,41019,72855,3742,2684,2017
Douglas,MO,29067,8587,327,256,2017
Douglas,IL,17041,17117,665,679,2017
Douglas,WA,53017,32219,3214,2890,2017
Douglas,CO,8035,263197,32613,24546,2017
Douglas,NV,32005,38392,3228,2243,2017
Douglas,SD,46043,2471,0,0,2017
Douglas,MN,27041,30927,1331,1012,2017
Douglas,KS,20045,74281,4620,5232,2017
Douglas,WI,55031,31823,1197,1088,2017
Douglas,GA,13097,95708,11107,10458,2017
Douglas,NE,31055,441154,22862,25590,2017
Drew,AR,5043,12262,450,355,2017
DuPage,IL,17043,793946,56530,63727,2017
Dubois,IN,18037,37633,927,1074,2017
Dubuque,IA,19061,79270,1948,2171,2017
Duchesne,UT,49013,15695,598,815,2017
Dukes,MA,25007,14910,277,194,2017
Dundy,NE,31057,1384,0,0,2017
Dunklin,MO,29069,19223,759,921,2017
Dunn,ND,38025,3159,90,141,2017
Dunn,WI,55033,30787,1875,1662,2017
Duplin,NC,37061,39631,1638,1892,2017
Durham,NC,37063,209099,21576,23668,2017
Dutchess,NY,36027,224503,10929,8850,2017
Duval,FL,12031,664402,52435,51692,2017
Duval,TX,48131,7806,298,394,2017
Dyer,TN,47045,27645,918,949,2017
Eagle,CO,8037,43354,1811,2030,2017
Early,GA,13099,7179,99,133,2017
East Baton Rouge,LA,22033,300283,14470,19883,2017
East Carroll,LA,22035,4521,0,121,2017
East Feliciana,LA,22037,12984,894,662,2017
Eastland,TX,48133,12102,439,180,2017
Eaton,MI,26045,82155,7479,7043,2017
Eau Claire,WI,55035,74912,4240,4836,2017
Echols,GA,13101,2385,108,143,2017
Ector,TX,48135,118996,5680,7183,2017
Eddy,ND,38027,1832,0,0,2017
Eddy,NM,35015,41474,1255,1533,2017
Edgar,IL,17045,13307,355,347,2017
Edgecombe,NC,37065,35554,2137,2501,2017
Edgefield,SC,45037,17054,1393,927,2017
Edmonson,KY,21061,8307,489,302,2017
Edmunds,SD,46045,2942,148,99,2017
Edwards,IL,17047,5035,154,201,2017
Edwards,TX,48137,1323,0,0,2017
Edwards,KS,20047,2399,0,0,2017
Effingham,GA,13103,42657,3591,2149,2017
Effingham,IL,17049,29381,672,883,2017
El Dorado,CA,6017,143910,13141,7905,2017
El Paso,TX,48141,654228,26879,34751,2017
El Paso,CO,8041,499079,57985,50862,2017
Elbert,CO,8039,18559,2668,1318,2017
Elbert,GA,13105,14156,316,384,2017
Elk,PA,42047,26076,387,422,2017
Elk,KS,20049,1819,0,0,2017
Elkhart,IN,18039,168659,6225,6914,2017
Elko,NV,32007,41094,1597,1641,2017
Elliott,KY,21063,4053,141,71,2017
Ellis,OK,40045,2783,100,57,2017
Ellis,KS,20051,21117,385,775,2017
Ellis,TX,48139,132410,13195,7694,2017
Ellsworth,KS,20053,4379,64,95,2017
Elmore,ID,16039,18494,956,1051,2017
Elmore,AL,1051,58297,4361,3587,2017
Emanuel,GA,13107,15651,379,318,2017
Emery,UT,49015,7776,245,271,2017
Emmet,IA,19063,7301,117,245,2017
Emmet,MI,26047,26533,1281,1106,2017
Emmons,ND,38029,2792,50,37,2017
Emporia,VA,51595,3731,228,295,2017
Erath,TX,48143,25213,1272,1352,2017
Erie,OH,39043,59070,2840,2682,2017
Erie,NY,36029,707003,17044,19271,2017
Erie,PA,42049,208587,2812,4776,2017
Escambia,FL,12033,211289,13646,15365,2017
Escambia,AL,1053,24690,921,933,2017
Esmeralda,NV,32009,574,0,0,2017
Essex,VA,51057,8235,156,178,2017
Essex,NY,36031,26861,1005,920,2017
Essex,NJ,34013,584546,37380,39942,2017
Essex,VT,50009,4326,281,229,2017
Essex,MA,25009,619932,29756,29836,2017
Estill,KY,21065,9359,345,264,2017
Etowah,AL,1055,72135,2704,2529,2017
Eureka,NV,32011,1240,0,0,2017
Evangeline,LA,22039,23330,876,836,2017
Evans,GA,13109,7257,291,208,2017
Fairbanks North Star,AK,2090,67874,4621,6199,2017
Fairfax,VA,51059,887347,85755,102254,2017
Fairfax,VA,51600,17370,2229,2426,2017
Fairfield,CT,9001,750347,33735,38747,2017
Fairfield,SC,45039,15341,739,747,2017
Fairfield,OH,39045,114920,10069,7557,2017
Fall River,SD,46047,5000,136,132,2017
Fallon,MT,30025,2539,0,0,2017
Falls,TX,48145,10621,615,589,2017
Falls Church,VA,51610,9469,1432,1187,2017
Fannin,GA,13111,16440,746,397,2017
Fannin,TX,48147,22470,2138,1239,2017
Faribault,MN,27043,11254,294,306,2017
Faulk,SD,46049,1640,0,0,2017
Faulkner,AR,5045,82345,4632,4479,2017
Fauquier,VA,51061,54911,4855,3490,2017
Fayette,OH,39047,21119,1103,1099,2017
Fayette,TN,47047,30295,2915,2037,2017
Fayette,GA,13113,87830,7079,5930,2017
Fayette,IL,17051,15389,508,507,2017
Fayette,KY,21067,217036,12154,16588,2017
Fayette,IN,18041,16826,623,619,2017
Fayette,TX,48149,18917,813,525,2017
Fayette,WV,54019,28414,793,869,2017
Fayette,PA,42051,98847,2406,2643,2017
Fayette,AL,1057,11256,447,500,2017
Fayette,IA,19065,14979,558,555,2017
Fentress,TN,47049,11969,276,195,2017
Fergus,MT,30027,8843,132,146,2017
Ferry,WA,53019,4293,206,206,2017
Fillmore,NE,31059,4738,100,106,2017
Fillmore,MN,27045,17012,670,616,2017
Finney,KS,20055,32390,692,595,2017
Fisher,TX,48151,2581,79,0,2017
Flagler,FL,12035,75213,5818,4185,2017
Flathead,MT,30029,76715,3367,1919,2017
Fleming,KY,21069,11013,357,349,2017
Florence,WI,55037,3435,103,64,2017
Florence,SC,45041,98113,3624,4043,2017
Floyd,IN,18043,58735,4941,4761,2017
Floyd,IA,19067,12607,317,332,2017
Floyd,TX,48153,4384,150,183,2017
Floyd,GA,13115,68915,2624,2157,2017
Floyd,VA,51063,11559,341,340,2017
Floyd,KY,21071,23043,645,831,2017
Fluvanna,VA,51065,19534,1106,885,2017
Foard,TX,48155,810,0,0,2017
Fond du Lac,WI,55039,83006,3800,3383,2017
Ford,KS,20057,29412,413,561,2017
Ford,IL,17053,10664,606,506,2017
Forest,PA,42053,3152,72,79,2017
Forest,WI,55041,6902,142,59,2017
Forrest,MS,28035,47783,3933,4432,2017
Forsyth,NC,37067,272143,15680,14552,2017
Forsyth,GA,13117,175643,20679,11909,2017
Fort Bend,TX,48157,561663,57331,41032,2017
Foster,ND,38031,2802,0,0,2017
Fountain,IN,18045,12959,705,730,2017
Franklin,MO,29071,81834,4300,3488,2017
Franklin,KY,21073,37658,1969,1835,2017
Franklin,VA,51067,40240,1545,1263,2017
Franklin,IL,17055,27623,1079,1022,2017
Franklin,TN,47051,29680,1426,1438,2017
Franklin,NC,37069,43829,4224,2793,2017
Franklin,IN,18047,18792,975,901,2017
Franklin,MS,28037,5539,158,95,2017
Franklin,TX,48159,7143,454,417,2017
Franklin,VT,50011,39655,1774,1371,2017
Franklin,ID,16041,11244,404,305,2017
Franklin,WA,53021,74448,6117,5442,2017
Franklin,KS,20059,19466,1171,1016,2017
Franklin,IA,19069,8136,203,288,2017
Franklin,ME,23007,20135,917,946,2017
Franklin,OH,39049,945182,57833,67952,2017
Franklin,NE,31061,2334,0,0,2017
Franklin,AL,1059,22786,954,1033,2017
Franklin,LA,22041,14046,292,357,2017
Franklin,FL,12037,6752,88,183,2017
Franklin,MA,25011,53073,2511,2250,2017
Franklin,PA,42055,128166,4005,3661,2017
Franklin,GA,13119,15057,1293,976,2017
Franklin,AR,5047,11655,674,585,2017
Franklin,VA,51620,5589,448,429,2017
Franklin,NY,36033,33682,740,759,2017
Frederick,MD,24021,201784,15196,10511,2017
Frederick,VA,51069,66000,5305,3674,2017
Fredericksburg,VA,51630,15170,3139,3307,2017
Freeborn,MN,27047,24557,723,735,2017
Freestone,TX,48161,13361,651,589,2017
Fremont,IA,19071,5341,213,181,2017
Fremont,WY,56013,29493,347,520,2017
Fremont,ID,16043,10259,635,543,2017
Fremont,CO,8043,27481,1609,1005,2017
Fresno,CA,6019,750867,23467,22590,2017
Frio,TX,48163,11096,357,308,2017
Frontier,NE,31063,1938,0,43,2017
Fulton,GA,13121,696080,94698,94816,2017
Fulton,OH,39051,35024,1731,1529,2017
Fulton,IL,17057,25943,765,874,2017
Fulton,PA,42057,11677,394,363,2017
Fulton,KY,21075,3756,153,127,2017
Fulton,IN,18049,16154,727,771,2017
Fulton,NY,36035,39621,1633,1370,2017
Fulton,AR,5049,7430,407,395,2017
Furnas,NE,31065,3779,0,0,2017
Gadsden,FL,12039,32050,1542,1589,2017
Gage,NE,31067,17206,617,479,2017
Gaines,TX,48165,16304,317,509,2017
Galax,VA,51640,4378,367,370,2017
Gallatin,KY,21077,5945,414,436,2017
Gallatin,IL,17059,3825,162,127,2017
Gallatin,MT,30031,77778,3969,3526,2017
Gallia,OH,39053,20842,428,431,2017
Galveston,TX,48167,237247,19581,14881,2017
Garden,NE,31069,1421,0,0,2017
Garfield,NE,31071,1384,0,0,2017
Garfield,OK,40047,45419,1204,1875,2017
Garfield,WA,53023,1494,0,0,2017
Garfield,MT,30033,934,0,0,2017
Garfield,CO,8045,44575,1971,2256,2017
Garfield,UT,49017,3722,0,104,2017
Garland,AR,5051,68037,2963,2694,2017
Garrard,KY,21079,11500,1001,868,2017
Garrett,MD,24023,22472,420,336,2017
Garvin,OK,40049,18756,924,925,2017
Garza,TX,48169,3182,106,107,2017
Gasconade,MO,29073,11458,510,540,2017
Gaston,NC,37071,156186,10299,8110,2017
Gates,NC,37073,7631,181,128,2017
Geary,KS,20061,24484,4195,6241,2017
Geauga,OH,39055,79392,4375,3644,2017
Gem,ID,16045,12342,873,781,2017
Genesee,NY,36037,44992,1824,1696,2017
Genesee,MI,26049,303302,12313,13442,2017
Geneva,AL,1061,17142,914,895,2017
Gentry,MO,29075,4913,48,116,2017
George,MS,28039,16705,870,537,2017
Georgetown,SC,45043,45756,2229,1974,2017
Gibson,IN,18051,26952,1077,1026,2017
Gibson,TN,47053,36280,2031,1821,2017
Gila,AZ,4007,34957,2676,1713,2017
Gilchrist,FL,12041,10739,792,645,2017
Giles,VA,51071,12358,536,373,2017
Giles,TN,47055,20720,1052,874,2017
Gillespie,TX,48171,20965,914,596,2017
Gilliam,OR,41021,1277,0,0,2017
Gilmer,GA,13123,20170,1117,520,2017
Gilmer,WV,54021,4072,0,103,2017
Gilpin,CO,8047,3537,406,184,2017
Glacier,MT,30035,8870,55,160,2017
Glades,FL,12043,5760,504,441,2017
Gladwin,MI,26051,18101,1121,838,2017
Glascock,GA,13125,1859,0,0,2017
Glasscock,TX,48173,1120,0,0,2017
Glenn,CA,6021,23113,829,808,2017
Gloucester,VA,51073,28724,1580,1016,2017
Gloucester,NJ,34015,232377,13079,11502,2017
Glynn,GA,13127,56241,2013,1921,2017
Gogebic,MI,26053,10085,47,109,2017
Golden Valley,MT,30037,703,0,0,2017
Golden Valley,ND,38033,1435,0,0,2017
Goliad,TX,48175,5250,230,163,2017
Gonzales,TX,48177,15507,507,543,2017
Goochland,VA,51075,17661,1442,918,2017
Goodhue,MN,27049,38207,2139,1881,2017
Gooding,ID,16047,11663,638,648,2017
Gordon,GA,13129,41744,1778,1798,2017
Goshen,WY,56015,9101,192,142,2017
Gosper,NE,31073,1567,52,54,2017
Gove,KS,20063,2281,0,0,2017
Grady,GA,13131,17652,601,615,2017
Grady,OK,40051,36796,2915,2309,2017
Grafton,NH,33009,64027,3777,3930,2017
Graham,AZ,4009,22182,919,1077,2017
Graham,KS,20065,2039,0,0,2017
Graham,NC,37075,5998,0,47,2017
Grainger,TN,47057,15791,784,876,2017
Grand,CO,8049,10063,755,474,2017
Grand,UT,49019,7405,164,169,2017
Grand Forks,ND,38035,48751,2010,3195,2017
Grand Isle,VT,50013,5625,493,317,2017
Grand Traverse,MI,26055,72951,4343,3588,2017
Granite,MT,30039,2069,52,44,2017
Grant,AR,5053,12860,750,604,2017
Grant,NM,35017,19417,368,515,2017
Grant,MN,27051,4845,204,166,2017
Grant,ND,38037,1931,0,0,2017
Grant,OK,40053,3230,102,120,2017
Grant,KS,20067,6399,0,0,2017
Grant,NE,31075,593,0,0,2017
Grant,LA,22043,13454,955,910,2017
Grant,SD,46051,6347,67,160,2017
Grant,WA,53025,80020,3178,2828,2017
Grant,KY,21081,17595,1529,1630,2017
Grant,WV,54023,8733,225,241,2017
Grant,WI,55043,38132,1346,1508,2017
Grant,OR,41023,4801,32,0,2017
Grant,IN,18053,47784,1377,1558,2017
Granville,NC,37077,41328,2992,2129,2017
Gratiot,MI,26057,28099,1275,1323,2017
Graves,KY,21083,27296,851,904,2017
Gray,TX,48179,15790,352,381,2017
Gray,KS,20069,4986,100,57,2017
Grays Harbor,WA,53027,47128,3320,2124,2017
Grayson,TX,48181,93504,7429,4126,2017
Grayson,VA,51077,10068,409,456,2017
Grayson,KY,21085,18201,696,531,2017
Greeley,KS,20071,1090,0,0,2017
Greeley,NE,31077,1918,0,0,2017
Green,WI,55045,31030,1521,1266,2017
Green,KY,21087,7716,287,239,2017
Green Lake,WI,55047,14927,1012,829,2017
Greenbrier,WV,54025,24464,461,483,2017
Greene,IN,18055,23731,1341,1112,2017
Greene,TN,47059,48634,1383,1336,2017
Greene,NY,36039,33123,1782,1245,2017
Greene,OH,39057,117232,9622,9369,2017
Greene,AR,5055,30279,1711,1443,2017
Greene,PA,42059,26294,645,747,2017
Greene,IA,19073,7147,149,207,2017
Greene,GA,13133,12204,601,336,2017
Greene,NC,37079,13107,724,752,2017
Greene,MS,28041,8071,306,327,2017
Greene,MO,29077,197965,11935,13889,2017
Greene,AL,1063,5718,169,282,2017
Greene,VA,51079,14975,909,705,2017
Greene,IL,17061,9759,343,319,2017
Greenlee,AZ,4011,6269,346,528,2017
Greensville,VA,51081,5483,405,327,2017
Greenup,KY,21089,25982,1374,1134,2017
Greenville,SC,45045,368293,24317,22394,2017
Greenwood,KS,20073,4511,181,115,2017
Greenwood,SC,45047,49920,1712,1872,2017
Greer,OK,40055,3049,89,102,2017
Gregg,TX,48183,92659,6273,7093,2017
Gregory,SD,46053,3386,0,0,2017
Grenada,MS,28043,16096,397,398,2017
Griggs,ND,38039,1877,0,0,2017
Grimes,TX,48185,18511,1758,964,2017
Grundy,TN,47061,9913,340,324,2017
Grundy,MO,29079,7179,97,128,2017
Grundy,IL,17063,41901,3379,2711,2017
Grundy,IA,19075,10139,534,405,2017
Guadalupe,TX,48187,116397,15561,11130,2017
Guadalupe,NM,35019,2785,34,76,2017
Guernsey,OH,39059,28983,946,964,2017
Guilford,NC,37081,376124,23555,23688,2017
Gulf,FL,12045,8550,269,295,2017
Gunnison,CO,8051,10771,333,344,2017
Guthrie,IA,19077,8509,455,387,2017
Gwinnett,GA,13135,681689,64517,62506,2017
Haakon,SD,46055,1669,0,0,2017
Habersham,GA,13137,30765,1721,1336,2017
Haines,AK,2100,1803,0,0,2017
Hale,AL,1065,10598,618,539,2017
Hale,TX,48189,24222,803,894,2017
Halifax,NC,37083,34905,981,1280,2017
Halifax,VA,51083,25240,342,471,2017
Hall,NE,31079,50234,1542,1961,2017
Hall,GA,13139,151586,9624,8196,2017
Hall,TX,48191,2041,0,0,2017
Hamblen,TN,47063,46083,2239,1954,2017
Hamilton,TX,48193,5725,270,167,2017
Hamilton,IN,18057,266174,23844,17144,2017
Hamilton,IL,17065,6211,154,173,2017
Hamilton,KS,20075,2027,0,0,2017
Hamilton,FL,12047,7750,211,357,2017
Hamilton,OH,39061,612487,30466,37162,2017
Hamilton,IA,19079,11932,501,508,2017
Hamilton,TN,47065,262521,12441,12389,2017
Hamilton,NE,31081,7961,333,260,2017
Hamilton,NY,36041,3743,32,0,2017
Hamlin,SD,46057,4990,196,131,2017
Hampden,MA,25013,347928,9421,11479,2017
Hampshire,MA,25015,106506,6377,6555,2017
Hampshire,WV,54027,16430,500,449,2017
Hampton,SC,45049,13004,276,306,2017
Hampton,VA,51650,88110,9340,10982,2017
Hancock,OH,39063,59031,2333,2387,2017
Hancock,ME,23009,40792,1369,1184,2017
Hancock,KY,21091,6870,317,361,2017
Hancock,IL,17067,14552,359,420,2017
Hancock,IA,19081,8988,330,372,2017
Hancock,GA,13141,4893,53,81,2017
Hancock,MS,28045,28768,2026,1611,2017
Hancock,IN,18059,59439,6062,4044,2017
Hancock,TN,47067,4052,0,84,2017
Hancock,WV,54029,22671,884,767,2017
Hand,SD,46059,2721,0,0,2017
Hanover,VA,51085,85552,6199,4144,2017
Hansford,TX,48195,4510,0,0,2017
Hanson,SD,46061,3501,100,52,2017
Haralson,GA,13143,19448,1732,1129,2017
Hardee,FL,12049,18350,728,773,2017
Hardeman,TX,48197,2656,39,55,2017
Hardeman,TN,47069,16418,549,563,2017
Hardin,IL,17069,2616,0,50,2017
Hardin,OH,39065,21512,857,991,2017
Hardin,TX,48199,41207,3117,2318,2017
Hardin,TN,47071,18098,510,584,2017
Hardin,IA,19083,13218,431,454,2017
Hardin,KY,21093,76435,5783,4976,2017
Harding,NM,35021,478,0,0,2017
Harding,SD,46063,1095,0,0,2017
Hardy,WV,54031,10801,219,240,2017
Harford,MD,24025,203460,12785,10064,2017
Harlan,NE,31083,2625,0,0,2017
Harlan,KY,21095,16680,116,244,2017
Harmon,OK,40057,1708,0,0,2017
Harnett,NC,37085,83118,11563,10240,2017
Harney,OR,41025,5052,0,46,2017
Harper,KS,20077,4432,72,97,2017
Harper,OK,40059,2835,48,49,2017
Harris,GA,13145,23877,2115,1356,2017
Harris,TX,48201,3379884,163377,218353,2017
Harrison,KY,21097,13237,579,478,2017
Harrison,TX,48203,49354,2979,3212,2017
Harrison,IN,18061,30648,1913,1384,2017
Harrison,MS,28047,136152,9114,8857,2017
Harrison,WV,54033,51308,1383,1498,2017
Harrison,OH,39067,10745,500,474,2017
Harrison,IA,19085,11386,502,371,2017
Harrison,MO,29081,6109,67,133,2017
Harrisonburg,VA,51660,25404,1720,2804,2017
Hart,GA,13147,17335,1005,726,2017
Hart,KY,21099,13426,621,459,2017
Hartford,CT,9003,703769,27985,34923,2017
Hartley,TX,48205,3061,258,240,2017
Harvey,KS,20079,26803,1244,1297,2017
Haskell,KS,20081,3377,39,0,2017
Haskell,TX,48207,3460,111,70,2017
Haskell,OK,40061,8277,242,171,2017
Hawaii,HI,15001,139835,5230,3734,2017
Hawkins,TN,47073,39005,2094,2202,2017
Hayes,NE,31085,726,0,0,2017
Hays,TX,48209,135684,19336,13154,2017
Haywood,NC,37087,42769,1865,1170,2017
Haywood,TN,47075,13513,512,667,2017
Heard,GA,13149,7009,630,442,2017
Hemphill,TX,48211,3285,0,0,2017
Hempstead,AR,5057,15108,390,616,2017
Henderson,TX,48213,53166,4754,3286,2017
Henderson,KY,21101,33826,1086,1238,2017
Henderson,TN,47077,20054,653,685,2017
Henderson,NC,37089,82780,5202,3613,2017
Henderson,IL,17071,5224,124,144,2017
Hendricks,IN,18063,129786,11785,8597,2017
Hendry,FL,12051,27457,1527,1271,2017
Hennepin,MN,27053,970496,70783,80616,2017
Henrico,VA,51087,246749,21588,22540,2017
Henry,IA,19087,14975,519,510,2017
