county,state,fips,stayput,inflow,outflow,year
Hanover,VA,51085,89619,4214,3220,2019
Hansford,TX,48195,4467,0,0,2019
Hanson,SD,46061,3498,170,40,2019
Haralson,GA,13143,20344,1307,1151,2019
Hardee,FL,12049,17982,546,745,2019
Hardeman,TX,48197,2575,0,0,2019
Hardeman,TN,47069,16313,364,466,2019
Hardin,IL,17069,2574,0,41,2019
Hardin,OH,39065,21581,716,706,2019
Hardin,TX,48199,43067,2088,1758,2019
Hardin,TN,47071,18250,433,309,2019
Hardin,IA,19083,13221,193,153,2019
Hardin,KY,21093,81241,3532,3318,2019
Harding,NM,35021,467,0,0,2019
Harding,SD,46063,1136,0,0,2019
Hardy,WV,54031,10987,183,139,2019
Harford,MD,24025,210310,8533,6975,2019
Harlan,NE,31083,2596,0,0,2019
Harlan,KY,21095,16652,0,115,2019
Harmon,OK,40057,1697,0,0,2019
Harnett,NC,37085,89649,7204,6724,2019
Harney,OR,41025,5228,51,0,2019
Harper,KS,20077,4230,53,50,2019
Harper,OK,40059,2743,0,0,2019
Harris,GA,13145,26064,1536,936,2019
Harris,TX,48201,3466344,134683,157707,2019
Harrison,KY,21097,13573,355,406,2019
Harrison,TX,48203,49824,2332,2479,2019
Harrison,IN,18061,31570,1330,1058,2019
Harrison,MS,28047,139796,6136,6268,2019
Harrison,WV,54033,51201,971,1058,2019
Harrison,OH,39067,10879,324,363,2019
Harrison,IA,19085,11510,265,241,2019
Harrison,MO,29081,6247,0,0,2019
Harrisonburg,VA,51660,26550,1348,1925,2019
Hart,GA,13147,17917,694,513,2019
Hart,KY,21099,13717,338,400,2019
Hartford,CT,9003,714853,20302,23518,2019
Hartley,TX,48205,3025,182,211,2019
Harvey,KS,20079,27099,902,929,2019
Haskell,KS,20081,3339,0,0,2019
Haskell,TX,48207,3396,38,92,2019
Haskell,OK,40061,8101,119,171,2019
Hawaii,HI,15001,143924,3299,3046,2019
Hawkins,TN,47073,39495,1500,1594,2019
Hayes,NE,31085,765,0,0,2019
Hays,TX,48209,154662,14841,10653,2019
Haywood,NC,37087,45401,1002,912,2019
Haywood,TN,47075,13175,446,438,2019
Heard,GA,13149,7273,380,364,2019
Hemphill,TX,48211,3123,0,0,2019
Hempstead,AR,5057,14865,373,433,2019
Henderson,TX,48213,56144,3423,2844,2019
Henderson,KY,21101,33501,864,941,2019
Henderson,TN,47077,20362,546,556,2019
Henderson,NC,37089,86739,3400,2869,2019
Henderson,IL,17071,5195,118,80,2019
Hendricks,IN,18063,139456,8378,6167,2019
Hendry,FL,12051,27911,1371,1193,2019
Hennepin,MN,27053,999299,50852,57338,2019
Henrico,VA,51087,254714,15631,16015,2019
Henry,IA,19087,15073,306,318,2019
Henry,GA,13151,167585,15131,12110,2019
Henry,MO,29083,15717,583,555,2019
Henry,AL,1067,12019,571,516,2019
Henry,OH,39069,23214,747,577,2019
Henry,IN,18065,35754,1348,1270,2019
Henry,VA,51089,35552,1098,1118,2019
Henry,IL,17073,40885,1249,1098,2019
Henry,TN,47079,23561,531,449,2019
Henry,KY,21103,11749,590,488,2019
Herkimer,NY,36043,45838,1143,1339,2019
Hernando,FL,12053,131961,8362,5495,2019
Hertford,NC,37091,13392,270,319,2019
Hettinger,ND,38041,2041,0,0,2019
Hickman,KY,21105,3153,0,45,2019
Hickman,TN,47081,16376,825,775,2019
Hickory,MO,29085,5860,213,182,2019
Hidalgo,TX,48215,647389,8242,9541,2019
Hidalgo,NM,35023,3011,0,0,2019
Highland,VA,51091,1695,0,0,2019
Highland,OH,39071,31195,1415,1196,2019
Highlands,FL,12055,67776,2653,2064,2019
Hill,MT,30041,12323,273,226,2019
Hill,TX,48217,26137,1338,1194,2019
Hillsborough,FL,12057,1058078,66248,60052,2019
Hillsborough,NH,33011,337467,13988,13650,2019
Hillsdale,MI,26059,34011,1108,1065,2019
Hinds,MS,28049,162485,5158,7999,2019
Hinsdale,CO,8053,605,0,0,2019
Hitchcock,NE,31087,2175,0,38,2019
Hocking,OH,39073,20236,900,798,2019
Hockley,TX,48219,16835,409,496,2019
Hodgeman,KS,20083,1472,0,0,2019
Hoke,NC,37093,34833,3074,2655,2019
Holmes,OH,39075,34965,824,966,2019
Holmes,FL,12059,11501,513,585,2019
Holmes,MS,28051,12057,181,284,2019
Holt,MO,29087,3581,49,0,2019
Holt,NE,31089,8878,0,0,2019
Honolulu,HI,15003,769268,26296,32828,2019
Hood,TX,48221,44774,2870,1901,2019
Hood River,OR,41027,20368,620,764,2019
Hooker,NE,31091,595,0,0,2019
Hopewell,VA,51670,15069,1457,1372,2019
Hopkins,TX,48223,27528,984,822,2019
Hopkins,KY,21107,32981,573,696,2019
Horry,SC,45051,243855,13371,6431,2019
Hot Spring,AR,5059,21036,952,915,2019
Hot Springs,WY,56017,3368,0,0,2019
Houghton,MI,26061,24850,206,294,2019
Houston,MN,27055,16091,333,310,2019
Houston,TN,47083,5774,171,126,2019
Houston,AL,1069,74532,2874,2658,2019
Houston,TX,48225,13887,447,393,2019
Houston,GA,13153,117415,5130,4173,2019
Howard,NE,31093,5441,136,108,2019
Howard,TX,48227,22128,462,588,2019
Howard,MD,24027,268134,16428,15880,2019
Howard,IA,19089,7918,69,93,2019
Howard,IN,18067,65668,2015,1762,2019
Howard,MO,29089,7330,187,194,2019
Howard,AR,5061,9653,298,281,2019
Howell,MO,29091,28572,616,454,2019
Hubbard,MN,27057,16423,578,487,2019
Hudson,NJ,34017,497560,34236,43549,2019
Hudspeth,TX,48229,2324,64,94,2019
Huerfano,CO,8055,4022,70,76,2019
Hughes,SD,46065,14415,183,330,2019
Hughes,OK,40063,7912,253,210,2019
Humboldt,CA,6023,86752,2274,2423,2019
Humboldt,IA,19091,7793,105,80,2019
Humboldt,NV,32013,13523,334,285,2019
Humphreys,MS,28053,5629,0,0,2019
Humphreys,TN,47085,13751,400,238,2019
Hunt,TX,48231,68472,4979,3734,2019
Hunterdon,NJ,34019,108303,4172,3154,2019
Huntingdon,PA,42061,32689,575,581,2019
Huntington,IN,18069,29353,857,883,2019
Huron,OH,39077,47133,1554,1648,2019
Huron,MI,26063,26307,466,498,2019
Hutchinson,SD,46067,5815,0,89,2019
Hutchinson,TX,48233,15734,240,321,2019
Hyde,SD,46069,1062,0,0,2019
Hyde,NC,37095,3270,0,58,2019
Iberia,LA,22045,52467,1473,2081,2019
Iberville,LA,22047,21795,964,1140,2019
Ida,IA,19093,5784,0,41,2019
Idaho,ID,16049,11167,242,214,2019
Imperial,CA,6025,158445,3461,4116,2019
Independence,AR,5063,26254,662,746,2019
Indian River,FL,12061,117186,5164,3308,2019
Indiana,PA,42063,59956,1364,1219,2019
Ingham,MI,26065,190149,8774,10470,2019
Inyo,CA,6027,13300,368,182,2019
Ionia,MI,26067,47676,2160,1926,2019
Iosco,MI,26069,18433,615,543,2019
Iowa,IA,19095,14091,384,326,2019
Iowa,WI,55049,20286,734,717,2019
Iredell,NC,37097,139855,6127,4799,2019
Irion,TX,48235,1253,0,49,2019
Iron,MI,26071,8567,41,50,2019
Iron,MO,29093,6626,142,214,2019
Iron,WI,55051,4589,63,49,2019
Iron,UT,49021,38857,2239,1561,2019
Iroquois,IL,17075,22446,546,598,2019
Irwin,GA,13155,6102,247,329,2019
Isabella,MI,26073,41595,1664,1649,2019
Isanti,MN,27059,32001,2291,1612,2019
Island,WA,53029,64718,4375,3739,2019
Isle of Wight,VA,51093,29962,1611,1217,2019
Issaquena,MS,28055,688,0,0,2019
Itasca,MN,27061,34999,605,488,2019
Itawamba,MS,28057,16418,798,783,2019
Izard,AR,5065,8116,243,190,2019
Jack,TX,48237,5743,172,54,2019
Jackson,NC,37099,24250,703,697,2019
Jackson,KS,20085,10779,221,265,2019
Jackson,MO,29095,508438,23294,25934,2019
Jackson,MN,27063,8483,117,47,2019
Jackson,MS,28059,103264,3604,3589,2019
Jackson,OH,39079,23399,536,565,2019
Jackson,WI,55053,15244,449,449,2019
Jackson,SD,46071,1945,0,57,2019
Jackson,FL,12063,29484,962,995,2019
Jackson,TN,47087,7505,263,306,2019
Jackson,WV,54035,21152,363,332,2019
Jackson,IA,19097,16079,309,365,2019
Jackson,OK,40065,17398,260,317,2019
Jackson,KY,21109,8531,251,253,2019
Jackson,TX,48239,11765,377,293,2019
Jackson,MI,26075,116809,3047,3031,2019
Jackson,CO,8057,981,0,0,2019
Jackson,IN,18071,36938,1043,1070,2019
Jackson,GA,13157,54248,4750,2992,2019
Jackson,AR,5067,9506,255,264,2019
Jackson,OR,41029,163815,5902,4595,2019
Jackson,IL,17077,33580,1076,1281,2019
Jackson,AL,1071,36566,1028,987,2019
Jackson,LA,22049,10440,317,350,2019
James,VA,51095,61098,2979,2533,2019
Jasper,GA,13159,9876,697,294,2019
Jasper,MO,29097,86852,3042,3335,2019
Jasper,MS,28061,11977,408,417,2019
Jasper,TX,48241,24154,933,1044,2019
Jasper,IN,18073,27067,1032,808,2019
Jasper,IL,17079,8238,61,99,2019
Jasper,IA,19099,28953,971,981,2019
Jasper,SC,45053,17991,1220,1024,2019
Jay,IN,18075,16619,351,442,2019
Jeff Davis,GA,13161,9798,246,140,2019
Jeff Davis,TX,48243,1537,0,0,2019
Jefferson,AL,1073,476603,15619,18373,2019
Jefferson,MS,28063,5057,54,57,2019
Jefferson,TN,47089,37631,2226,2131,2019
Jefferson,WA,53031,24237,1021,689,2019
Jefferson,IL,17081,27992,546,505,2019
Jefferson,ID,16051,24406,1440,1210,2019
Jefferson,WV,54037,44049,1888,1583,2019
Jefferson,KY,21111,577317,16845,21568,2019
Jefferson,CO,8059,444563,34327,32956,2019
Jefferson,IN,18077,24140,566,524,2019
Jefferson,IA,19101,11420,200,280,2019
Jefferson,MT,30043,9523,450,406,2019
Jefferson,OR,41031,16717,938,503,2019
Jefferson,AR,5069,45274,987,1898,2019
Jefferson,TX,48245,175566,5707,6953,2019
Jefferson,WI,55055,67731,3032,2754,2019
Jefferson,MO,29099,179207,7036,6219,2019
Jefferson,PA,42065,35329,750,856,2019
Jefferson,OH,39081,47656,1011,944,2019
Jefferson,NE,31095,5750,99,91,2019
Jefferson,NY,36045,80747,3328,4450,2019
Jefferson,FL,12065,9259,327,331,2019
Jefferson,LA,22051,311162,13053,15597,2019
Jefferson,GA,13163,11572,159,212,2019
Jefferson,KS,20087,14975,632,509,2019
Jefferson,OK,40067,3725,61,129,2019
Jefferson Davis,LA,22053,23357,809,960,2019
Jefferson Davis,MS,28065,7813,42,243,2019
Jenkins,GA,13165,4963,64,63,2019
Jennings,IN,18079,21438,752,811,2019
Jerauld,SD,46073,1460,0,0,2019
Jerome,ID,16053,18256,766,870,2019
Jersey,IL,17083,17009,955,545,2019
Jessamine,KY,21113,38704,1988,1857,2019
Jewell,KS,20089,2418,0,0,2019
Jim Hogg,TX,48247,3730,0,45,2019
Jim Wells,TX,48249,30162,992,1212,2019
Jo Daviess,IL,17085,18531,385,311,2019
Johnson,MO,29101,36262,1431,1717,2019
Johnson,KY,21115,14562,353,348,2019
Johnson,WY,56019,6758,75,115,2019
Johnson,KS,20091,500528,21190,21218,2019
Johnson,TN,47091,10741,129,120,2019
Johnson,AR,5071,18083,377,540,2019
Johnson,IL,17087,8491,189,128,2019
Johnson,NE,31097,3489,0,49,2019
Johnson,IA,19103,104527,3313,4086,2019
Johnson,IN,18081,126854,7706,6690,2019
Johnson,GA,13167,5220,71,148,2019
Johnson,TX,48251,133913,10062,7072,2019
Johnston,OK,40069,6974,279,317,2019
Johnston,NC,37101,153149,9961,6318,2019
Jones,NC,37103,6413,329,381,2019
Jones,GA,13169,20446,880,750,2019
Jones,TX,48253,10811,560,404,2019
Jones,IA,19105,15658,425,312,2019
Jones,SD,46075,830,0,0,2019
Jones,MS,28067,47922,1330,1283,2019
Josephine,OR,41033,59347,2408,1807,2019
Juab,UT,49023,9660,537,329,2019
Judith Basin,MT,30045,1516,0,0,2019
Juneau,WI,55057,19741,712,698,2019
Juneau,AK,2110,24759,178,375,2019
Juniata,PA,42067,19978,380,374,2019
Kalamazoo,MI,26077,194904,5967,6632,2019
Kalawao,HI,15005,0,0,0,2019
Kalkaska,MI,26079,13304,587,418,2019
Kanabec,MN,27065,12002,545,421,2019
Kanawha,WV,54039,131594,2523,2932,2019
Kandiyohi,MN,27067,36583,706,792,2019
Kane,IL,17089,437704,20080,20203,2019
Kane,UT,49025,5633,122,101,2019
Kankakee,IL,17091,84408,1980,1810,2019
Karnes,TX,48255,9522,169,242,2019
Kauai,HI,15007,56490,858,920,2019
Kaufman,TX,48257,102955,11483,6899,2019
Kay,OK,40071,31065,705,906,2019
Kearney,NE,31099,5452,177,142,2019
Kearny,KS,20093,3255,54,94,2019
Keith,NE,31101,6371,55,59,2019
Kemper,MS,28069,6062,155,147,2019
Kenai Peninsula,AK,2122,44708,862,824,2019
Kendall,IL,17093,108263,7897,5718,2019
Kendall,TX,48259,34552,2534,1735,2019
Kenedy,TX,48261,225,0,0,2019
Kennebec,ME,23011,92248,3249,2770,2019
Kenosha,WI,55059,132762,5282,4542,2019
Kent,DE,10001,133079,5548,3875,2019
Kent,MD,24029,13980,370,457,2019
Kent,TX,48263,548,0,0,2019
Kent,MI,26081,523045,16635,19205,2019
Kent,RI,44003,133570,6634,5561,2019
Kenton,KY,21117,125734,7366,7264,2019
Keokuk,IA,19107,7889,209,217,2019
Kern,CA,6029,663830,19980,16594,2019
Kerr,TX,48265,38771,1114,1103,2019
Kershaw,SC,45055,48627,2109,1841,2019
Ketchikan Gateway,AK,2130,10708,0,80,2019
Kewaunee,WI,55061,17258,584,531,2019
Keweenaw,MI,26083,1601,73,54,2019
Keya Paha,NE,31103,665,0,0,2019
Kidder,ND,38043,2029,0,0,2019
Kimball,NE,31105,2589,0,0,2019
Kimble,TX,48267,3254,0,0,2019
King,WA,53033,1757258,89871,94166,2019
King,TX,48269,217,0,0,2019
King George,VA,51099,20230,933,850,2019
King William,VA,51101,14053,638,510,2019
King and Queen,VA,51097,4836,127,118,2019
Kingfisher,OK,40073,12491,267,417,2019
Kingman,KS,20095,5969,113,143,2019
Kings,CA,6031,105790,4348,3964,2019
Kings,NY,36047,1928785,80345,118524,2019
Kingsbury,SD,46077,4357,54,41,2019
Kinney,TX,48271,2267,0,0,2019
Kiowa,KS,20097,1863,0,0,2019
Kiowa,CO,8061,1077,0,0,2019
Kiowa,OK,40075,5700,0,50,2019
Kit Carson,CO,8063,5832,0,0,2019
Kitsap,WA,53035,207630,11782,10151,2019
Kittitas,WA,53037,30242,1732,1370,2019
Kittson,MN,27069,3685,0,0,2019
Klamath,OR,41035,46970,1206,1114,2019
Kleberg,TX,48273,21179,763,936,2019
Klickitat,WA,53039,16957,679,471,2019
Knott,KY,21119,8718,143,264,2019
Knox,TX,48275,2601,0,0,2019
Knox,NE,31107,6957,40,45,2019
Knox,TN,47093,343036,13851,13178,2019
Knox,IL,17095,36846,614,786,2019
Knox,KY,21121,19550,800,890,2019
Knox,MO,29103,3078,0,54,2019
Knox,OH,39083,46709,1372,1314,2019
Knox,IN,18083,27222,493,523,2019
Knox,ME,23013,31030,609,759,2019
Kodiak Island,AK,2150,10547,84,186,2019
Koochiching,MN,27071,9221,0,52,2019
Kootenai,ID,16055,129497,7026,3964,2019
Kosciusko,IN,18085,65575,1863,2117,2019
Kossuth,IA,19109,12726,45,46,2019
La Crosse,WI,55063,90498,2155,2319,2019
La Paz,AZ,4012,10478,371,490,2019
La Plata,CO,8067,40358,1090,1240,2019
La Salle,TX,48283,4298,0,56,2019
LaGrange,IN,18087,34876,1087,1189,2019
LaMoure,ND,38045,3357,0,0,2019
LaPorte,IN,18091,83902,2449,2343,2019
LaSalle,IL,17099,88037,2671,2355,2019
LaSalle,LA,22059,9776,270,182,2019
Labette,KS,20099,15303,205,280,2019
Lac qui Parle,MN,27073,5590,0,44,2019
Lackawanna,PA,42069,162536,3303,2951,2019
Laclede,MO,29105,26472,621,721,2019
Lafayette,MO,29107,25035,1136,955,2019
Lafayette,MS,28071,32470,1159,915,2019
Lafayette,FL,12067,4413,86,134,2019
Lafayette,LA,22055,176970,7913,7605,2019
Lafayette,AR,5073,4154,0,58,2019
Lafayette,WI,55065,14437,340,479,2019
Lafourche,LA,22057,71248,2421,2487,2019
Lake,TN,47095,3426,113,174,2019
Lake,MN,27075,8433,158,154,2019
Lake,CA,6033,41351,1589,1075,2019
Lake,CO,8065,5096,113,129,2019
Lake,OH,39085,190450,5700,5249,2019
Lake,SD,46079,8973,130,1761,2019
Lake,OR,41037,5254,52,0,2019
Lake,FL,12069,266350,20959,14275,2019
Lake,MT,30047,21487,489,471,2019
Lake,IL,17097,600265,21781,23578,2019
Lake,MI,26085,7075,270,261,2019
Lake,IN,18089,376303,14964,13382,2019
Lake and Peninsula,AK,2164,1080,0,38,2019
Lake of the Woods,MN,27077,3144,0,48,2019
Lamar,GA,13171,12003,858,504,2019
Lamar,MS,28073,42530,2613,2521,2019
Lamar,TX,48277,36510,915,763,2019
Lamar,AL,1075,9751,182,198,2019
Lamb,TX,48279,9600,112,282,2019
Lamoille,VT,50015,20589,556,541,2019
Lampasas,TX,48281,15518,898,675,2019
Lancaster,NE,31109,244547,5379,5886,2019
Lancaster,SC,45057,69399,4046,2504,2019
Lancaster,VA,51103,8625,137,88,2019
Lancaster,PA,42071,465107,9500,9566,2019
Lander,NV,32015,4257,33,120,2019
Lane,KS,20101,1320,0,0,2019
Lane,OR,41039,262667,9454,8395,2019
Langlade,WI,55067,15500,187,232,2019
Lanier,GA,13173,5723,374,282,2019
Lapeer,MI,26087,71281,3005,2574,2019
Laramie,WY,56021,77491,2427,1956,2019
Larimer,CO,8069,261392,13524,12814,2019
Larue,KY,21123,10533,577,436,2019
Las Animas,CO,8071,9077,87,154,2019
Lassen,CA,6035,16668,383,465,2019
Latah,ID,16057,25850,858,1063,2019
Latimer,OK,40077,6860,184,185,2019
Lauderdale,TN,47097,16101,468,533,2019
Lauderdale,MS,28075,52116,820,1156,2019
Lauderdale,AL,1077,64157,1775,1885,2019
Laurel,KY,21125,42550,1457,1448,2019
Laurens,GA,13175,34714,523,464,2019
Laurens,SC,45059,45448,2093,1987,2019
Lavaca,TX,48285,16088,531,443,2019
Lawrence,OH,39087,42911,1070,994,2019
Lawrence,AR,5075,10595,440,472,2019
Lawrence,IL,17101,10419,196,193,2019
Lawrence,IN,18093,35607,930,763,2019
Lawrence,SD,46081,19145,610,601,2019
Lawrence,PA,42073,67222,1543,1404,2019
Lawrence,TN,47099,31152,884,704,2019
Lawrence,KY,21127,10260,267,250,2019
Lawrence,MO,29109,28136,1392,1397,2019
Lawrence,AL,1079,23571,867,895,2019
Lawrence,MS,28077,8773,130,80,2019
Le Flore,OK,40079,32260,876,893,2019
Le Sueur,MN,27079,24162,1189,1027,2019
Lea,NM,35025,53260,1153,1124,2019
Leake,MS,28079,15005,513,447,2019
Leavenworth,KS,20103,56648,2905,3447,2019
Lebanon,PA,42075,117570,3484,2851,2019
Lee,AR,5077,4557,66,111,2019
Lee,GA,13177,24011,1325,863,2019
Lee,NC,37105,44435,2238,1933,2019
Lee,IA,19111,25712,446,403,2019
Lee,MS,28081,63767,2281,2413,2019
Lee,IL,17103,26143,795,818,2019
Lee,SC,45061,10902,343,514,2019
Lee,TX,48287,13614,417,389,2019
Lee,FL,12071,541585,32469,21050,2019
Lee,VA,51105,13660,133,159,2019
Lee,AL,1081,106350,4971,4530,2019
Lee,KY,21129,3775,0,0,2019
Leelanau,MI,26089,18472,625,569,2019
Leflore,MS,28083,20039,336,577,2019
Lehigh,PA,42077,297750,12496,12021,2019
Lemhi,ID,16059,5863,0,0,2019
Lenawee,MI,26091,76383,2208,1972,2019
Lenoir,NC,37107,38057,1603,1382,2019
Leon,TX,48289,12987,386,395,2019
Leon,FL,12073,185909,8519,9317,2019
Leslie,KY,21131,6489,0,111,2019
Letcher,KY,21133,13472,125,86,2019
Levy,FL,12075,27464,1506,1280,2019
Lewis,ID,16061,2881,121,173,2019
Lewis,WV,54041,12407,234,211,2019
Lewis,KY,21135,9239,108,113,2019
Lewis,MO,29111,7169,151,173,2019
Lewis,TN,47101,8499,272,185,2019
Lewis,NY,36049,20913,428,479,2019
Lewis,WA,53041,59600,3291,2166,2019
Lewis and Clark,MT,30049,54658,1476,1331,2019
Lexington,SC,45063,217515,11021,9277,2019
Lexington,VA,51678,3419,180,172,2019
Liberty,MT,30051,1476,0,67,2019
Liberty,TX,48291,60069,5759,3712,2019
Liberty,FL,12077,4349,131,169,2019
Liberty,GA,13179,40840,4283,4502,2019
Licking,OH,39089,137474,6136,5324,2019
Limestone,AL,1083,72746,3907,2687,2019
Limestone,TX,48293,15520,512,403,2019
Lincoln,OR,41041,33665,1449,1357,2019
Lincoln,WY,56023,15478,280,137,2019
Lincoln,NV,32017,3195,68,87,2019
Lincoln,SD,46083,51897,4017,2920,2019
Lincoln,NC,37109,64807,3768,2838,2019
Lincoln,OK,40081,24041,1381,1069,2019
Lincoln,ID,16063,3702,102,144,2019
Lincoln,CO,8073,3449,0,0,2019
Lincoln,MS,28085,25287,488,533,2019
Lincoln,TN,47103,26166,992,799,2019
Lincoln,AR,5079,6807,213,154,2019
Lincoln,MO,29113,45462,2557,1802,2019
Lincoln,KY,21137,16989,675,711,2019
Lincoln,GA,13181,5563,139,98,2019
Lincoln,MT,30053,13552,208,151,2019
Lincoln,MN,27081,4704,0,54,2019
Lincoln,ME,23015,27252,923,724,2019
Lincoln,KS,20105,2408,0,0,2019
Lincoln,NM,35027,13532,323,338,2019
Lincoln,NE,31111,27969,264,450,2019
Lincoln,WA,53043,8194,311,223,2019
Lincoln,WV,54043,13821,289,399,2019
Lincoln,WI,55069,22981,395,467,2019
Lincoln,LA,22061,28537,814,1254,2019
Linn,OR,41043,93155,5139,4153,2019
Linn,MO,29115,9264,90,168,2019
Linn,IA,19113,180974,4107,4350,2019
Linn,KS,20107,7426,189,145,2019
Lipscomb,TX,48295,2450,0,0,2019
Litchfield,CT,9005,146792,5144,4247,2019
Little River,AR,5081,8380,222,210,2019
Live Oak,TX,48297,7892,291,191,2019
Livingston,MO,29117,10600,160,98,2019
Livingston,IL,17105,28176,837,753,2019
Livingston,LA,22063,99040,5078,3708,2019
Livingston,MI,26093,162187,7027,5711,2019
Livingston,NY,36051,45539,1489,1422,2019
Livingston,KY,21139,6414,281,241,2019
Llano,TX,48299,13652,785,572,2019
Logan,OH,39091,36309,1228,1296,2019
Logan,KS,20109,2352,48,0,2019
Logan,AR,5083,14718,307,536,2019
Logan,ND,38047,1612,0,0,2019
Logan,IL,17107,20497,438,550,2019
Logan,CO,8075,13874,264,162,2019
Logan,KY,21141,20119,658,602,2019
Logan,OK,40083,34376,2220,1854,2019
Logan,NE,31113,603,0,0,2019
Logan,WV,54045,21182,283,287,2019
Long,GA,13183,9892,878,694,2019
Lonoke,AR,5085,53738,2753,2656,2019
Lorain,OH,39093,243072,7861,6323,2019
Los Alamos,NM,35028,16251,332,437,2019
Los Angeles,CA,6037,7668595,172108,255244,2019
Loudon,TN,47105,41411,1913,1804,2019
Loudoun,VA,51107,355936,20759,17182,2019
Louisa,VA,51109,27655,1481,979,2019
Louisa,IA,19115,8836,314,274,2019
Loup,NE,31115,490,0,0,2019
Love,OK,40085,7126,333,374,2019
Loving,TX,48301,62,0,0,2019
Lowndes,AL,1085,7835,313,396,2019
Lowndes,MS,28087,41634,852,791,2019
Lowndes,GA,13185,75081,3079,2969,2019
Lubbock,TX,48303,213654,7911,7576,2019
Lucas,OH,39095,314666,7913,8813,2019
Lucas,IA,19117,6892,111,57,2019
Luce,MI,26095,3991,0,0,2019
Lumpkin,GA,13187,19844,1292,1055,2019
Luna,NM,35029,18229,404,402,2019
Lunenburg,VA,51111,7827,160,202,2019
Luzerne,PA,42079,246462,6165,5871,2019
Lycoming,PA,42081,88354,1290,1371,2019
Lyman,SD,46085,2737,0,0,2019
Lynchburg,VA,51680,46325,2544,3039,2019
Lynn,TX,48305,4415,275,186,2019
Lyon,IA,19119,10457,118,190,2019
Lyon,KS,20111,24208,137,567,2019
Lyon,NV,32019,43264,3668,2146,2019
Lyon,MN,27083,20499,264,395,2019
Lyon,KY,21143,5030,68,129,2019
Mackinac,MI,26097,8553,93,89,2019
Macomb,MI,26099,709279,25592,25371,2019
Macon,TN,47111,17272,788,670,2019
Macon,MO,29121,12048,275,201,2019
Macon,NC,37113,25667,229,229,2019
Macon,IL,17115,78765,1285,1445,2019
Macon,AL,1087,10888,393,480,2019
Macon,GA,13193,7112,115,183,2019
Macoupin,IL,17117,35419,974,1233,2019
Madera,CA,6039,115810,4673,3973,2019
Madison,MS,28089,84945,4212,3460,2019
Madison,IN,18095,95639,3284,2921,2019
Madison,IA,19121,13284,593,434,2019
Madison,MT,30057,6371,108,67,2019
Madison,TX,48313,8959,331,338,2019
Madison,VA,51113,10536,310,246,2019
Madison,NY,36053,50894,1632,1843,2019
Madison,TN,47113,71587,2728,2800,2019
Madison,GA,13195,21348,1093,920,2019
Madison,NC,37115,14518,575,497,2019
Madison,ID,16065,24548,1608,2761,2019
Madison,OH,39097,30745,1843,1625,2019
Madison,FL,12079,11840,216,146,2019
Madison,LA,22065,6695,44,208,2019
Madison,KY,21151,60748,2452,2151,2019
Madison,NE,31119,28586,673,787,2019
Madison,IL,17119,206914,5710,5813,2019
Madison,AL,1089,284202,10569,9050,2019
Madison,AR,5087,11555,634,579,2019
Madison,MO,29123,8467,252,191,2019
Magoffin,KY,21153,7532,0,116,2019
Mahaska,IA,19123,16977,421,328,2019
Mahnomen,MN,27087,3956,79,55,2019
Mahoning,OH,39099,171401,4427,4989,2019
Major,OK,40093,6164,99,92,2019
Malheur,OR,41045,19702,729,681,2019
Manassas,VA,51683,31570,3023,3604,2019
Manassas Park,VA,51685,12549,1357,1564,2019
Manatee,FL,12081,284112,17132,11770,2019
Manistee,MI,26101,18039,400,328,2019
Manitowoc,WI,55071,66089,1402,1333,2019
Marathon,WI,55073,115431,2858,2470,2019
Marengo,AL,1091,13927,180,294,2019
Maricopa,AZ,4013,3221106,145716,106032,2019
Maries,MO,29125,6252,269,305,2019
Marin,CA,6041,210025,8680,8779,2019
Marinette,WI,55075,32011,938,871,2019
Marion,KY,21155,14425,363,350,2019
Marion,OR,41047,258970,11677,10428,2019
Marion,IL,17121,29230,605,655,2019
Marion,WV,54049,41658,853,865,2019
Marion,OH,39101,45503,1327,1276,2019
Marion,MO,29127,21419,619,777,2019
Marion,IA,19125,27048,590,637,2019
Marion,KS,20115,9330,163,182,2019
Marion,AL,1093,19069,683,473,2019
Marion,FL,12083,257158,12594,8682,2019
Marion,GA,13197,4728,62,102,2019
Marion,SC,45067,21130,631,700,2019
Marion,MS,28091,17080,336,348,2019
Marion,TN,47115,20757,661,596,2019
Marion,TX,48315,6160,240,277,2019
Marion,IN,18097,705842,31982,39018,2019
Marion,AR,5089,10555,359,386,2019
Mariposa,CA,6043,11406,332,343,2019
Marlboro,SC,45069,17120,332,472,2019
Marquette,MI,26103,48662,436,539,2019
Marquette,WI,55077,12192,515,513,2019
Marshall,TN,47117,25312,1357,1062,2019
Marshall,MN,27089,7727,155,211,2019
Marshall,KS,20117,8701,0,29,2019
Marshall,OK,40095,11061,370,374,2019
Marshall,IN,18099,38133,1238,1284,2019
Marshall,IL,17123,9511,315,291,2019
Marshall,WV,54051,23362,452,560,2019
Marshall,SD,46091,3396,0,0,2019
Marshall,MS,28093,24231,1244,1341,2019
Marshall,AL,1095,69666,2399,2525,2019
Marshall,KY,21157,23866,595,712,2019
Marshall,IA,19127,31942,466,749,2019
Martin,FL,12085,116855,6656,5216,2019
Martin,NC,37117,16306,412,423,2019
Martin,MN,27091,16559,146,168,2019
Martin,KY,21159,5941,0,54,2019
